,순위,단어,품사,풀이,등급,단어 Revised
2886,2041.0,소비05,명,消費,C,소비
2887,775.0,소비자,명,消費者,B,소비자
2888,10110.0,소비하다,동,消費-,C,소비하다
2889,604.0,소설03,명,小說,B,소설
2890,4438.0,소설가,명,小說家,B,소설가
2891,2218.0,소속01,명,所屬,C,소속
2892,3821.0,소수08,명,少數,C,소수
2893,2713.0,소스01,명,sauce,B,소스
2894,9195.0,소시지,명,sausage,B,소시지
2895,1079.0,소식04,명,消息,B,소식
2896,21016.0,소아과,명,小兒科,C,소아과
2897,5633.0,소요되다,동,所要-,C,소요되다
2898,4525.0,소용07,명,所用,C,소용
2899,8118.0,소용없다,형,所用-,B,소용없다
2900,3876.0,소원04,명,所願,C,소원
2901,2598.0,소위06,부,所謂,C,소위
2902,1538.0,소유03,명,所有,C,소유
2903,2966.0,소유자,명,所有者,C,소유자
2904,4352.0,소유하다01,동,所有-,C,소유하다
2905,3043.0,소음06,명,騷音,C,소음
2906,1499.0,소재05,명,素材,C,소재
2907,2772.0,소주05,명,燒酒,B,소주
2908,1993.0,소중하다,형,所重-,C,소중하다
2909,7280.0,소중히,부,所重-,C,소중히
2910,6084.0,소지품,명,所持品,C,소지품
2911,6260.0,소질03,명,素質,C,소질
2912,4073.0,소파06,명,sofa,A,소파
2913,11884.0,소포01,명,小包,B,소포
2914,5121.0,소풍02,명,逍風,A,소풍
2915,1307.0,소프트웨어,명,software,C,소프트웨어
2916,4213.0,소형03,명,小型,C,소형
2917,5024.0,소홀히,부,疏忽-,C,소홀히
2918,4807.0,소화06,명,消化,C,소화
2919,5634.0,소화하다01,동,消化-,C,소화하다
2920,60.0,속01,명,,A,속
2921,3481.0,속담,명,俗談,C,속담
2922,1072.0,속도01,명,速度,B,속도
2923,9645.0,속마음,명,,C,속마음
2924,5932.0,속삭이다,동,,C,속삭이다
2925,8120.0,속상하다02,형,-傷-,C,속상하다
2926,5122.0,속옷,명,,B,속옷
2927,4074.0,속이다,동,,C,속이다
2928,1436.0,속하다02,동,屬-,B,속하다
2929,185.0,손01,명,신체의 일부,A,손
2930,1273.0,손가락,명,,A,손가락
2931,5771.0,손길,명,,C,손길
2932,11888.0,손녀,명,孫女,B,손녀
2933,902.0,손님,명,,A,손님
2934,6830.0,손등01,명,,C,손등
2935,5123.0,손목,명,,B,손목
2936,2773.0,손바닥,명,,B,손바닥
2937,5025.0,손발,명,,B,손발
2938,8811.0,손뼉,명,,B,손뼉
2939,8812.0,손수01,부,,C,손수
2940,8121.0,손수건,명,-手巾,B,손수건
2941,4620.0,손쉽다,형,,C,손쉽다
2942,5124.0,손실,명,損失,C,손실
2943,3154.0,손자01,명,孫子,B,손자
2944,9647.0,손잡다,동,,C,손잡다
2945,7281.0,손잡이,명,,B,손잡이
2946,4707.0,손질,명,,C,손질
2947,4526.0,손질하다,동,,C,손질하다
2948,4708.0,손톱01,명,,B,손톱
2949,3008.0,손해,명,損害,C,손해
2950,2553.0,솔직하다,형,率直-,B,솔직하다
2951,2445.0,솔직히,부,率直-,B,솔직히
2952,6261.0,솜,명,,C,솜
2953,2339.0,솜씨,명,,C,솜씨
2954,3241.0,솟다01,동,,C,솟다
2955,8122.0,송아지,명,,B,송아지
2956,6085.0,송이01,명,꽃 한 ~,B,송이
2957,8813.0,송편,명,松-,B,송편
2958,6086.0,쇠01,명,,C,쇠
2959,2181.0,쇠고기,명,,A,쇠고기
2960,3822.0,쇼02,명,show,B,쇼
2961,9202.0,쇼핑,명,shopping,A,쇼핑
2962,6.0,수02,의,방법,A,수
2963,7045.0,수02,명,방법,C,
2964,907.0,수26,명,數. ~를 세다,C,수
2965,4527.0,수건,명,手巾,A,수건
2966,7816.0,수고01,명,,C,수고
2967,7046.0,수고하다01,동,,B,수고하다
2968,6441.0,수년02,명,數年,B,수년
2969,1274.0,수단01,명,手段,C,수단
2970,1666.0,수도09,명,首都,C,수도
2971,2931.0,수도권,명,首都圈,C,수도권
2972,7283.0,수도꼭지,명,水道-,C,수도꼭지
2973,8124.0,수돗물,명,水道-,B,수돗물
2974,5508.0,수동적02,명,受動的,C,수동적
2975,10119.0,수리하다02,동,修理-,C,수리하다
2976,8126.0,수만,관,數萬,C,수만
2977,1370.0,수많다,형,數-,B,수많다
2978,4075.0,수면07,명,睡眠,C,수면
2979,3937.0,수명05,명,壽命,C,수명
2980,4353.0,수박01,명,과일,A,수박
2981,4285.0,수백04,관,數百,C,수백
2982,2575.0,수상09,명,首相,B,수상
2983,1922.0,수석02,명,首席,C,수석
2984,1722.0,수술05,명,手術,B,수술
2985,4914.0,수시로,부,隨時-,C,수시로
2986,2714.0,수십,관,數十,C,수십
2987,9208.0,수업03,명,修業,C,수업
2988,919.0,수업04,명,授業,A,수업
2989,3590.0,수없이,부,數-,C,수없이
2990,4134.0,수염04,명,鬚髥,B,수염
2991,2899.0,수영02,명,水泳,A,수영
2992,11896.0,수영장,명,水泳場,A,수영장
2993,1675.0,수요06,명,需要,C,수요
2994,7818.0,수요일,명,水曜日,A,수요일
2995,2530.0,수입01,명,收入,B,수입
2996,1180.0,수입02,명,輸入,B,수입
2997,8129.0,수입되다02,동,輸入-,C,수입되다
2998,8130.0,수입품02,명,輸入品,C,수입품
2999,3877.0,수입하다02,동,輸入-,B,수입하다
3000,8438.0,수저01,명,,C,수저
3001,522.0,수준,명,水準,C,수준
3002,5234.0,수집02,명,蒐集,C,수집
3003,4135.0,수집하다02,동,蒐集-,C,수집하다
3004,4076.0,수천07,관,數千,C,수천
3005,1161.0,수출03,명,輸出,B,수출
3006,6445.0,수출하다03,동,輸出-,B,수출하다
3007,6088.0,수컷,명,,C,수컷
3008,3075.0,수표01,명,手票,B,수표
3009,5235.0,수필04,명,隨筆,C,수필
3010,7049.0,수학03,명,修學,B,수학
3011,3823.0,수학05,명,數學,B,수학
3012,2358.0,수행하다02,동,遂行-,C,수행하다
3013,4808.0,수험생,명,受驗生,C,수험생
3014,3417.0,수화기,명,受話器,B,수화기
3015,9653.0,숙녀,명,淑女,C,숙녀
3016,6446.0,숙소02,명,宿所,B,숙소
3017,2473.0,숙이다,동,,B,숙이다
3018,1627.0,숙제03,명,宿題,A,숙제
3019,532.0,순간03,명,瞬間,B,순간
3020,5637.0,순간적,명,瞬間的,C,순간적
3021,1948.0,순서,명,順序,B,순서
3022,3759.0,순수03,명,純粹,C,순수
3023,2237.0,순수하다02,형,純粹-,B,순수하다
3024,4528.0,순식간,명,瞬息間,C,순식간
3025,5774.0,순위,명,順位,C,순위
3026,6627.0,순진하다01,형,純眞-,C,순진하다
3027,9655.0,순하다02,형,順-,C,순하다
3028,7561.0,숟가락,명,,A,숟가락
3029,372.0,술01,명,~을 먹다,A,술
3030,854.0,술06,의,밥 한 ~,A,술
3031,7562.0,술병02,명,-甁,B,술병
3032,8134.0,술자리,명,,B,술자리
3033,5509.0,술잔,명,-盞,B,술잔
3034,2387.0,술집,명,,B,술집
3035,1137.0,숨01,명,,B,숨
3036,3192.0,숨기다,동,,C,숨기다
3037,2006.0,숨다01,동,,B,숨다
3038,3009.0,숨지다,동,,C,숨지다
3039,1820.0,숫자,명,數字,B,숫자
3040,1038.0,숲01,명,,B,숲
3041,992.0,쉬다03,동,편안히 ~,A,쉬다
3042,2388.0,쉬다04,동,숨을 ~,B,쉬다
3043,27846.0,쉰,수,,A,쉰
3044,246.0,쉽다,형,,A,쉽다
3045,6447.0,슈퍼마켓,명,supermarket,A,슈퍼마켓
3046,2900.0,스님,명,,B,스님
3047,4078.0,스무,관,,A,스무
3048,10126.0,스물,수,,A,스물
3049,614.0,스스로,부,,B,스스로
3050,1340.0,스스로,명,,B,
3051,2132.0,스승01,명,,C,스승
3052,6628.0,스웨터,명,sweater,B,스웨터
3053,4354.0,스위치,명,switch,C,스위치
3054,2599.0,스치다01,동,살짝 닿다,C,스치다
3055,17164.0,스케이트,명,skate,B,스케이트
3056,9213.0,스케줄,명,schedule,B,스케줄
3057,9214.0,스키,명,ski,A,스키
3058,10634.0,스키장,명,ski場,B,스키장
3059,1676.0,스타,명,star,B,스타
3060,2238.0,스타일,명,style,B,스타일
3061,3646.0,스튜디오,명,studio,C,스튜디오
3062,1486.0,스트레스,명,stress,A,스트레스
3063,1689.0,스포츠,명,sports,A,스포츠
3064,5511.0,슬그머니,부,,C,슬그머니
3065,5125.0,슬쩍,부,,C,슬쩍
3066,7822.0,슬퍼하다,동,,B,슬퍼하다
3067,2284.0,슬프다,형,,A,슬프다
3068,2804.0,슬픔,명,,B,슬픔
3069,1742.0,습관,명,習慣,B,습관
3070,7564.0,습기02,명,濕氣,C,습기
3071,4136.0,승객,명,乘客,C,승객
3072,2744.0,승리,명,勝利,C,승리
3073,6089.0,승리하다,동,勝利-,C,승리하다
3074,4079.0,승부03,명,勝負,C,승부
3075,2774.0,승용차,명,乘用車,B,승용차
3076,3591.0,승진03,명,昇進,C,승진
3077,2657.0,시06,명,市,A,시
3078,193.0,시10,의,時,A,시
3079,442.0,시13,명,詩,C,시
3080,3760.0,시각03,명,時刻,C,시각
3081,1264.0,시각04,명,視角,C,시각
3082,551.0,시간04,의,時間,A,시간
3083,99.0,시간04,명,時間,A,
3084,1677.0,시계01,명,時計,A,시계
3085,1539.0,시골,명,,B,시골
3086,7823.0,시금치,명,,C,시금치
3087,4080.0,시기04,명,時期,C,시기
3088,579.0,시기05,명,時機,C,시기
3089,4809.0,시끄럽다,형,,B,시끄럽다
3090,5126.0,시나리오,명,scenario,C,시나리오
3091,2340.0,시내03,명,市內,B,시내
3092,12628.0,시내버스,명,市內bus,B,시내버스
3093,111.0,시대02,명,時代,B,시대
3094,10637.0,시대적,명,時代的,C,시대적
3095,9658.0,시댁,명,媤宅,C,시댁
3096,4530.0,시도07,명,試圖,C,시도
3097,2446.0,시도하다03,동,試圖-,B,시도하다
3098,8822.0,시들다,동,,C,시들다
3099,8823.0,시디01,명,콤팩트디스크,C,시디
3100,6267.0,시디롬,명,CD-ROM,C,시디롬
3101,1548.0,시리즈,명,series,B,시리즈
3102,4001.0,시멘트,명,cement,C,시멘트
3103,611.0,시민,명,市民,B,시민
3104,9660.0,시부모,명,媤父母,B,시부모
3105,1027.0,시선03,명,視線,C,시선
3106,650.0,시설03,명,施設,B,시설
3107,1641.0,시스템,명,system,C,시스템
3108,27910.0,시아버지,명,媤-,B,시아버지
3109,4915.0,시야03,명,視野,C,시야
3110,3824.0,시어머니,명,媤-,B,시어머니
3111,9222.0,시외01,명,市外,B,시외
3112,18933.0,시외버스,명,市外bus,C,시외버스
3113,1844.0,시원하다,형,,A,시원하다
3114,1509.0,시월01,명,十月,A,시월
3115,1463.0,시위04,명,示威,C,시위
3116,890.0,시인10,명,詩人,B,시인
3117,5935.0,시일04,명,時日,C,시일
3118,1454.0,시작01,명,始作,A,시작
3119,573.0,시작되다01,동,始作-,A,시작되다
3120,131.0,시작하다01,동,始作-,A,시작하다
3121,5513.0,시장03,명,市長,C,시장
3122,218.0,시장04,명,市場,A,시장
3123,559.0,시절01,명,時節,B,시절
3124,2239.0,시점02,명,時點,C,시점
3125,3482.0,시중03,명,市中,C,시중
3126,3938.0,시즌,명,season,C,시즌
3127,3825.0,시집01,명,媤-,B,시집
3128,4532.0,시집03,명,詩集,C,시집
3129,5638.0,시집가다,동,媤-,C,시집가다
3130,5639.0,시청01,명,市廳,B,시청
3131,5514.0,시청률,명,視聽率,C,시청률
3132,2503.0,시청자,명,視聽者,B,시청자
3133,876.0,시키다01,동,,B,시키다
3134,5936.0,시합01,명,試合,C,시합
3135,639.0,시험03,명,試驗,A,시험
3136,725.0,식04,의,式,B,식
3137,1556.0,식구01,명,食口,B,식구
3138,8140.0,식기01,명,食器,C,식기
3139,3878.0,식다01,동,,B,식다
3140,1393.0,식당,명,食堂,A,식당
3141,1907.0,식량03,명,食糧,C,식량
3142,10131.0,식료품,명,食料品,C,식료품
3143,1444.0,식물02,명,植物,B,식물
3144,4711.0,식빵,명,食-,B,식빵
3145,928.0,식사03,명,食事,A,식사
3146,5777.0,식사하다02,동,食事-,A,식사하다
3147,6268.0,식생활,명,食生活,C,식생활
3148,8444.0,식욕,명,食慾,C,식욕
3149,2635.0,식용유,명,食用油,B,식용유
3150,6091.0,식초,명,食醋,B,식초
3151,2932.0,식탁,명,食卓,A,식탁
3152,1723.0,식품01,명,食品,B,식품
3153,27929.0,식품점,명,食品店,C,식품점
3154,10132.0,식히다,동,,C,식히다
3155,2341.0,신02,명,~이 나다,B,신
3156,1141.0,신09,명,神,C,신
3157,1022.0,신경04,명,神經,C,신경
3158,2687.0,신고01,명,申告,B,신고
3159,3320.0,신고하다01,동,申告-,C,신고하다
3160,4002.0,신규,명,新規,C,신규
3161,3939.0,신기하다01,형,神奇-,C,신기하다
3162,5237.0,신기하다04,형,新奇-,C,신기하다
3163,4082.0,신념01,명,信念,C,신념
3164,2715.0,신다,동,,A,신다
3165,,신라,고,新羅,C,신라
3166,3156.0,신랑02,명,新郞,B,신랑
3167,513.0,신문10,명,新聞,A,신문
3168,5516.0,신문사,명,新聞社,B,신문사
3169,5127.0,신문지,명,新聞紙,B,신문지
3170,2199.0,신발,명,,A,신발
3171,7054.0,신부04,명,神父,C,신부
3172,2285.0,신부10,명,新婦,B,신부
3173,2133.0,신분02,명,身分,C,신분
3174,5238.0,신비02,명,神秘,C,신비
3175,8826.0,신사16,명,紳士,C,신사
3176,2658.0,신선하다03,형,新鮮-,B,신선하다
3177,5239.0,신설03,명,新設,C,신설
3178,4355.0,신세02,명,~를 망치다,C,신세
3179,4810.0,신세대,명,新世代,C,신세대
3180,5939.0,신속하다02,형,迅速-,C,신속하다
3181,2266.0,신용01,명,信用,B,신용
3182,4214.0,신인07,명,新人,C,신인
3183,4083.0,신입생,명,新入生,B,신입생
3184,5940.0,신제품,명,新製品,C,신제품
3185,5941.0,신중하다,형,愼重-,C,신중하다
3186,2359.0,신청01,명,申請,B,신청
3187,7828.0,신청서,명,申請書,C,신청서
3188,4003.0,신청하다01,동,申請-,C,신청하다
3189,1209.0,신체02,명,身體,B,신체
3190,9666.0,신체적,명,身體的,C,신체적
3191,2868.0,신호01,명,信號,B,신호
3192,6269.0,신호등,명,信號燈,B,신호등
3193,8828.0,신혼부부,명,新婚夫婦,B,신혼부부
3194,6270.0,신혼여행,명,新婚旅行,B,신혼여행
3195,1575.0,신화04,명,神話,C,신화
3196,1520.0,싣다01,동,,B,싣다
3197,6271.0,실01,명,~을 감다,C,실
3198,5240.0,실감,명,實感,C,실감
3199,2343.0,실내,명,室內,B,실내
3200,3193.0,실력02,명,實力,B,실력
3201,7291.0,실례01,명,失禮,A,실례
3202,17194.0,실례하다,동,失禮-,A,실례하다
3203,2360.0,실로01,부,實-,C,실로
3204,2007.0,실리다01,동,'싣다'의 피동사,C,실리다
3205,5241.0,실망02,명,失望,C,실망
3206,5372.0,실망하다02,동,失望-,C,실망하다
3207,1540.0,실수01,명,失手,B,실수
3208,9670.0,실수하다,동,失手-,B,실수하다
3209,3157.0,실습,명,實習,C,실습
3210,1870.0,실시03,명,實施,C,실시
3211,2134.0,실시되다,동,實施-,C,실시되다
3212,771.0,실시하다03,동,實施-,C,실시하다
3213,4004.0,실은,부,實-,C,실은
3214,4288.0,실장,명,室長,C,실장
3215,2162.0,실정04,명,實情,C,실정
3216,3647.0,실제02,부,實際,C,실제
3217,1809.0,실제02,명,實際,B,
3218,855.0,실제로,부,實際-,C,실제로
3219,3761.0,실질적,명,實質的,C,실질적
3220,943.0,실천01,명,實踐,C,실천
3221,1894.0,실천하다01,동,實踐-,C,실천하다
3222,2504.0,실체02,명,實體,C,실체
3223,5128.0,실컷,부,,C,실컷
3224,3076.0,실태02,명,實態,C,실태
3225,3242.0,실패02,명,失敗,B,실패
3226,2933.0,실패하다01,동,失敗-,B,실패하다
3227,1908.0,실험,명,實驗,C,실험
3228,3537.0,실현,명,實現,C,실현
3229,4917.0,실현되다,동,實現-,C,실현되다
3230,3694.0,실현하다,동,實現-,C,실현하다
3231,776.0,싫다01,형,,A,싫다
3232,10136.0,싫어지다,동,,B,싫어지다
3233,2636.0,싫어하다,동,,A,싫어하다
3234,1073.0,심각하다02,형,深刻-,B,심각하다
3235,9231.0,심각해지다,동,深刻-,C,심각해지다
3236,1333.0,심다01,동,,B,심다
3237,2416.0,심리01,명,心理,B,심리
3238,6451.0,심리적,명,心理的,C,심리적
3239,6095.0,심부름,명,,B,심부름
3240,3484.0,심사08,명,審査,C,심사
3241,6634.0,심심하다01,형,지루하다,C,심심하다
3242,2042.0,심장02,명,心臟,C,심장
3243,2417.0,심정01,명,心情,C,심정
3244,4005.0,심판02,명,審判,C,심판
3245,761.0,심하다,형,甚-,B,심하다
3246,5373.0,심해지다,동,甚-,B,심해지다
3247,24036.0,십,수,十,A,십
3248,1410.0,십이월,명,十二月,A,십이월
3249,2099.0,십일월,명,十一月,A,십일월
3250,8830.0,싱겁다,형,,B,싱겁다
3251,4137.0,싱싱하다,형,,C,싱싱하다
3252,92.0,싶다,보,,A,싶다
3253,5641.0,싶어지다,보,,C,싶어지다
3254,7292.0,싸구려,명,,C,싸구려
3255,2100.0,싸다01,동,보자기에 ~,B,싸다
3256,2240.0,싸다05,형,집값이 ~,A,싸다
3257,1007.0,싸우다,동,,A,싸우다
3258,1384.0,싸움,명,,B,싸움
3259,9233.0,싹02,부,,C,싹
3260,8146.0,싼값,명,,C,싼값
3261,695.0,쌀,명,,B,쌀
3262,5778.0,쌍02,명,雙,C,쌍
3263,5031.0,쌍둥이,명,雙-,C,쌍둥이
3264,1521.0,쌓다,동,,B,쌓다
3265,1411.0,쌓이다,동,,B,쌓이다
3266,5944.0,썩01,부,,C,썩
3267,2901.0,썩다,동,,B,썩다
3268,1098.0,썰다01,동,,B,썰다
3269,5779.0,썰렁하다,형,,C,썰렁하다
3270,2418.0,쏘다01,동,,B,쏘다
3271,2344.0,쏟다,동,,B,쏟다
3272,1895.0,쏟아지다,동,,B,쏟아지다
3273,169.0,쓰다01,동,글씨를 ~,A,쓰다
3274,1795.0,쓰다02,동,모자를 ~,A,쓰다
3275,175.0,쓰다03,동,약을 ~,A,쓰다
3276,10658.0,쓰다06,형,나물이 ~,B,쓰다
3277,5244.0,쓰다듬다,동,,C,쓰다듬다
3278,2576.0,쓰러지다,동,,C,쓰러지다
3279,1046.0,쓰레기,명,,A,쓰레기
3280,7835.0,쓰레기통,명,-桶,B,쓰레기통
3281,7571.0,쓰이다01,동,글이 ~,B,쓰이다
3282,1359.0,쓰이다03,동,농사에 기계가 ~,C,쓰이다
3283,9675.0,쓴맛,명,,C,쓴맛
3284,4443.0,쓸다02,동,마당을 ~,C,쓸다
3285,7057.0,쓸데없다,형,,C,쓸데없다
3286,8832.0,쓸데없이,부,,C,쓸데없이
3287,4289.0,쓸쓸하다,형,,C,쓸쓸하다
3288,5642.0,씌우다01,동,아이에게 모자를 ~,C,씌우다
3289,3361.0,씨01,명,~를 심다,B,씨
3290,37.0,씨07,의,氏,A,씨
3291,5374.0,씨름,명,,B,씨름
3292,6096.0,씨앗,명,,C,씨앗
3293,6272.0,씩씩하다02,형,,B,씩씩하다
3294,2968.0,씹다01,동,,B,씹다
3295,9238.0,씻기다01,동,비에 ~,C,씻기다
3296,10138.0,씻기다02,동,아이를 ~,C,씻기다
3297,947.0,씻다,동,,A,씻다
3298,297.0,아02,감,,A,아
3299,2474.0,아가씨,명,,B,아가씨
3300,615.0,아기01,명,,A,아기
3301,1363.0,아까,부,,B,아까
3302,4356.0,아까,명,,B,
3303,3695.0,아깝다,형,,C,아깝다
3304,1884.0,아끼다,동,,C,아끼다
3305,913.0,아나운서,명,announcer,B,아나운서
3306,408.0,아내01,명,,A,아내
3307,3538.0,아냐,감,,C,아냐
3308,7058.0,아뇨01,감,,B,아뇨
3309,817.0,아니01,부,,A,아니
3310,765.0,아니02,감,,B,아니
3311,16.0,아니다,형,,A,아니다
3312,4918.0,아니야,감,,B,아니야
3313,2447.0,아니요,감,,A,아니요
3314,1845.0,아니하다,보,,C,아니하다
3315,24058.0,아드님,명,,C,아드님
3316,295.0,아들,명,,A,아들
3317,453.0,아래01,명,,A,아래
3318,7059.0,아래쪽,명,,B,아래쪽
3319,11936.0,아래층,명,-層,B,아래층
3320,7836.0,아랫사람,명,,C,아랫사람
3321,4712.0,아르바이트,명,&독Arbeit,C,아르바이트
3322,332.0,아름답다,형,,A,아름답다
3323,735.0,아마01,부,,A,아마
3324,2135.0,아마도,부,,B,아마도
3325,748.0,아무01,관,,A,아무
3326,908.0,아무01,대,,A,
3327,4533.0,아무개,대,,C,아무개
3328,1464.0,아무것,명,,B,아무것
3329,1949.0,아무래도,부,,B,아무래도
3330,1028.0,아무런,관,,C,아무런
3331,2805.0,아무렇다,형,,B,아무렇다
3332,693.0,아무리,부,,B,아무리
3333,2969.0,아무튼,부,,B,아무튼
3334,2870.0,아버님,명,,B,아버님
3335,153.0,아버지,명,,A,아버지
3336,379.0,아빠,명,,A,아빠
3337,5375.0,아쉬움,명,,C,아쉬움
3338,3077.0,아쉽다,형,,C,아쉽다
3339,7060.0,아스팔트,명,asphalt,C,아스팔트
3340,,아시아,고,Asia,B,아시아
3341,4139.0,아아01,감,,B,아아
3342,1557.0,아예,부,,C,아예
3343,2101.0,아울러,부,,C,아울러
3344,3010.0,아유01,감,,C,아유
3345,96.0,아이01,명,,A,아이
3346,3485.0,아이02,감,,B,아이
3347,2043.0,아이고,감,,B,아이고
3348,2531.0,아이디어,명,idea,C,아이디어
3349,14611.0,아이스크림,명,ice-cream,A,아이스크림
3350,616.0,아저씨,명,,A,아저씨
3351,274.0,아주01,부,,A,아주
3352,1743.0,아주머니,명,,A,아주머니
3353,2419.0,아줌마,명,,A,아줌마
3354,201.0,아직01,부,,A,아직
3355,323.0,아침,명,,A,아침
3356,851.0,아파트,명,apartment,A,아파트
3357,589.0,아프다,형,,A,아프다
3358,,아프리카,고,Africa,B,아프리카
3359,2361.0,아픔,명,,B,아픔
3360,7061.0,아하,감,,C,아하
3361,12669.0,아홉,수,,A,아홉
3362,49265.0,아흔,수,,A,아흔
3363,3122.0,악기05,명,樂器,B,악기
3364,4218.0,악몽,명,惡夢,C,악몽
3365,4290.0,악수06,명,握手,B,악수
3366,118.0,안01,명,집 ~,A,안
3367,44.0,안02,부,아니,A,안
3368,8153.0,안04,명,案,C,안
3369,3762.0,안개,명,,C,안개
3370,2659.0,안경03,명,眼鏡,A,안경
3371,15800.0,안과02,명,眼科,C,안과
3372,4813.0,안기다01,동,'안다'의 피동사,C,안기다
3373,4006.0,안기다02,동,'안다'의 사동사,C,안기다
3374,4219.0,안내01,명,案內,C,안내
3375,5032.0,안내하다,동,案內-,B,안내하다
3376,7294.0,안녕,감,安寧,A,안녕
3377,1978.0,안녕하다,형,安寧-,A,안녕하다
3378,4444.0,안녕히,부,安寧-,A,안녕히
3379,929.0,안다01,동,,A,안다
3380,,안동,고,安東,C,안동
3381,2970.0,안되다01,동,공부가 ~,A,안되다
3382,7295.0,안되다02,형,마음이 언짢다,B,안되다
3383,2136.0,안방02,명,-房,B,안방
3384,8154.0,안부01,명,安否,C,안부
3385,9241.0,안심하다,동,安心-,C,안심하다
3386,2115.0,안전03,명,安全,B,안전
3387,2835.0,안전하다,형,安全-,B,안전하다
3388,1474.0,안정01,명,安定,C,안정
3389,3696.0,안정되다,동,安定-,C,안정되다
3390,4623.0,안주04,명,按酒,B,안주
3391,3362.0,안쪽,명,,B,안쪽
3392,2554.0,안타깝다,형,,B,안타깝다
3393,4445.0,안팎,명,,C,안팎
3394,183.0,앉다,동,,A,앉다
3395,5033.0,앉히다,동,,C,앉히다
3396,1859.0,않다,동,,A,않다
3397,11.0,않다,보,,A,
3398,2200.0,알01,명,,B,알
3399,36.0,알다,동,,A,알다
3400,500.0,알려지다,동,,B,알려지다
3401,5246.0,알루미늄,명,aluminium,C,알루미늄
3402,993.0,알리다,동,,B,알리다
3403,1364.0,알맞다,형,,B,알맞다
3404,4357.0,알아내다,동,,C,알아내다
3405,2362.0,알아듣다,동,,B,알아듣다
3406,388.0,알아보다,동,,C,알아보다
3407,5247.0,알아주다,동,,C,알아주다
3408,7066.0,알코올,명,alcohol,C,알코올
3409,2137.0,앓다,동,,B,앓다
3410,4358.0,암08,명,癌,B,암
3411,5783.0,암시01,명,暗示,C,암시
3412,5946.0,암컷,명,,C,암컷
3413,2008.0,압력,명,壓力,C,압력
3414,64.0,앞,명,,A,앞
3415,5376.0,앞길01,명,앞에 있는 길,B,앞길
3416,5784.0,앞날,명,,C,앞날
3417,1628.0,앞두다,동,,C,앞두다
3418,4220.0,앞뒤,명,,B,앞뒤
3419,10669.0,앞문,명,-門,C,앞문
3420,8457.0,앞바다,명,,C,앞바다
3421,1299.0,앞서,부,,C,앞서
3422,2201.0,앞서다,동,,B,앞서다
3423,3486.0,앞세우다,동,,C,앞세우다
3424,2555.0,앞장서다,동,,C,앞장서다
3425,7838.0,앞쪽,명,,B,앞쪽
3426,4291.0,애01,명,~가 타다,C,애
3427,315.0,애02,명,아이,B,애
3428,1651.0,애쓰다,동,,C,애쓰다
3429,3419.0,애인02,명,愛人,B,애인
3430,3078.0,애정02,명,愛情,C,애정
3431,3420.0,애초01,명,-初,C,애초
3432,7068.0,액세서리,명,accessory,B,액세서리
3433,2971.0,액수03,명,額數,C,액수
3434,7840.0,앨범,명,album,C,앨범
3435,821.0,야04,감,,B,야
3436,5644.0,야간,명,夜間,C,야간
3437,2688.0,야구02,명,野球,A,야구
3438,19003.0,야구장,명,野球場,C,야구장
3439,4360.0,야단01,명,惹端,C,야단
3440,9685.0,야옹01,부,,C,야옹
3441,6098.0,야외,명,野外,B,야외
3442,3194.0,야채,명,野菜,B,야채
3443,8840.0,야하다01,형,冶-,C,야하다
3444,9247.0,약01,명,~이 오르다,C,약
3445,677.0,약03,관,約,B,약
3446,2027.0,약07,명,藥,A,약
3447,2363.0,약간,명,若干,B,약간
3448,666.0,약간,부,若干,B,
3449,7298.0,약국02,명,藥局,A,약국
3450,1203.0,약속,명,約束,A,약속
3451,2660.0,약속하다,동,約束-,A,약속하다
3452,9248.0,약수04,명,藥水,C,약수
3453,4534.0,약점01,명,弱點,C,약점
3454,9249.0,약품,명,藥品,C,약품
3455,1860.0,약하다01,형,弱-,B,약하다
3456,5377.0,약해지다,동,弱-,C,약해지다
3457,28129.0,약혼녀,명,約婚女,C,약혼녀
3458,34677.0,약혼자01,명,約婚者,C,약혼자
3459,8458.0,얄밉다,형,,C,얄밉다
3460,3421.0,얇다,형,,B,얇다
3461,7841.0,양05,명,羊,C,양
3462,3592.0,양07,관,兩,C,양
3463,1428.0,양20,명,量,B,양
3464,1576.0,양25,의,孃,C,양
3465,3044.0,양국01,명,兩國,C,양국
3466,3422.0,양념,명,,B,양념
3467,21230.0,양력02,명,陽曆,C,양력
3468,5248.0,양말01,명,洋襪,A,양말
3469,9250.0,양배추,명,洋-,B,양배추
3470,9251.0,양보03,명,讓步,C,양보
3471,5129.0,양보하다,동,讓步-,B,양보하다
3472,4535.0,양복01,명,洋服,A,양복
3473,8459.0,양상추,명,洋-,C,양상추
3474,34701.0,양식03,명,洋食,C,양식
3475,1831.0,양식04,명,樣式,C,양식
3476,4007.0,양심02,명,良心,C,양심
3477,9252.0,양옆,명,兩-,C,양옆
3478,8157.0,양주04,명,洋酒,C,양주
3479,2532.0,양쪽,명,兩-,B,양쪽
3480,2116.0,양파,명,洋-,B,양파
3481,9253.0,얕다,형,,B,얕다
3482,4361.0,얘02,감,,C,얘
3483,3079.0,얘03,불,이 아이,B,얘
3484,237.0,얘기,명,이야기,A,얘기
3485,736.0,얘기하다,동,,A,얘기하다
3486,446.0,어02,감,,A,어
3487,4814.0,어기다01,동,,C,어기다
